Restaurant,Menu Header,Menu Item,Rate,What people love here
Apn),Seasonal Veg Main Course,Aloo Matter,130,
Apn),Seasonal Veg Main Course,Jeera Aloo,110,
Apn),Seasonal Veg Main Course,Mixed Veg,150,
Apn),Seasonal Veg Main Course,Kadai Veg,150,
Apn),Seasonal Veg Main Course,Veg Kolhapuri,140,
Apn),Seasonal Veg Main Course,Veg Korma,140,
Apn),Seasonal Veg Main Course,Navratan Korma,160,
Apn),Seasonal Veg Main Course,Bhindi Masala,140,
Apn),Seasonal Veg Main Course,Bhindi Kurkuri,160,
Apn),Non Veg Main Course,Egg Curry,130,
Apn),Non Veg Main Course,Egg Bhurji [3 Egg],120,
Apn),Non Veg Main Course,Chicken Curry [2 Pieces],180,
Apn),Non Veg Main Course,Chicken Curry [4 Pieces],230,
Apn),Non Veg Main Course,Chicken Curry [8 Pieces],360,
Apn),Non Veg Main Course,Chicken Butter Masala [2 Pieces],190,
Apn),Non Veg Main Course,Chicken Butter Masala [4 Pieces],240,
Apn),Non Veg Main Course,Chicken Butter Masala [8 Pieces],380,
Apn),Non Veg Main Course,Bunna Chicken [4 Pieces],280,
Apn),Non Veg Main Course,Bunna Chicken [8 Pieces],380,
Apn),Non Veg Main Course,Tandoori Bhunna Chicken [4 Pieces],260,
Apn),Non Veg Main Course,Tandoori Bhunna Chicken [8 Pieces],400,
Apn),Non Veg Main Course,Handi Chicken [2 Pieces],180,
Apn),Non Veg Main Course,Handi Chicken [4 Pieces],240,
Apn),Non Veg Main Course,Handi Chicken [8 Pieces],380,
Apn),Non Veg Main Course,Chicken Masala [2 Pieces],190,
Apn),Non Veg Main Course,Chicken Masala [4 Pieces],230,
Apn),Non Veg Main Course,Chicken Masala [8 Pieces],380,
Apn),Non Veg Main Course,Rara Chicken [2 Pieces],190,
Apn),Non Veg Main Course,Rara Chicken [4 Pieces],260,
Apn),Non Veg Main Course,Rara Chicken [8 Pieces],490,
Apn),Non Veg Main Course,Apna Dhaba Chicken [2 Pieces],190,
Apn),Non Veg Main Course,Apna Dhaba Chicken [4 Pieces],260,
Apn),Non Veg Main Course,Apna Dhaba Chicken [8 Pieces],490,
Apn),Non Veg Main Course,Chicken Tikka Masala [4 Pieces],260,
Apn),Non Veg Main Course,Chicken Tikka Masala [8 Pieces],490,
Apn),Non Veg Main Course,Butter Chicken [4 Pieces],230,
Apn),Non Veg Main Course,Butter Chicken [8 Pieces],360,
Apn),Non Veg Main Course,Mutton Rogan Josh Half,250,
Apn),Non Veg Main Course,Mutton Rogan Josh Full,400,
Apn),Non Veg Main Course,Mutton Masala Half,260,
Apn),Non Veg Main Course,Mutton Masala Full,420,
Apn),Non Veg Main Course,Bhuna Mutton Half,280,
Apn),Non Veg Main Course,Bhuna Mutton Full,440,
Apn),Non Veg Main Course,Rara Mutton Half,320,
Apn),Non Veg Main Course,Rara Mutton Full,560,
Apn),Non Veg Main Course,Mutton Curry Wala Half,250,
Apn),Non Veg Main Course,Mutton Curry Wala Full,400,
Apn),Non Veg Main Course,Fish Curry Half,190,
Apn),Non Veg Main Course,Fish Curry Full,320,
Apn),Breads,Tawa Roti,10,
Apn),Breads,Tandoori Roti,10,
Apn),Breads,Masala Roti,15,
Apn),Breads,Missi Roti,25,
Apn),Breads,Lachha Paratha,25,
Apn),Breads,Butter Naan,30,
Apn),Breads,Butter Garlic Naan,40,
Apn),Breads,Cheese Garlic Naan,60,
Apn),Breads,Stuffed Paratha,50,
Apn),Breads,Tawa Aloo Stuffed Paratha,50,
Apn),Breads,Tawa Onion Stuffed Paratha,50,
Apn),Breads,Tawa Sev Stuffed Paratha,50,
Apn),Rice and Biryani,Steamed Rice,90,
Apn),Rice and Biryani,Jeera Rice,120,
Apn),Rice and Biryani,Masala Rice,135,
Apn),Rice and Biryani,Green Peas Rice,135,
Apn),Rice and Biryani,Veg Pulao,145,
Apn),Rice and Biryani,Butter Khichdi,160,
Apn),Rice and Biryani,Veg Biryani,150,
Apn),Rice and Biryani,Veg Hyderabadi Biryani,180,
Apn),Rice and Biryani,Egg Biryani Half,130,
Apn),Rice and Biryani,Egg Biryani Full,160,
Apn),Rice and Biryani,Chicken Biryani Half,150,
Apn),Rice and Biryani,Chicken Biryani Full,200,
Apn),Rice and Biryani,Hyderabadi Murg Biryani Half,180,
Apn),Rice and Biryani,Hyderabadi Murg Biryani Half,220,
Apn),Rice and Biryani,Mutton Biryani Half,160,
Apn),Rice and Biryani,Mutton Biryani Full,300,
Apn),Fried Rice and Noodles,Veg Fried Rice  ,140,
Apn),Fried Rice and Noodles,Schezwan Fried Rice,140,
Apn),Fried Rice and Noodles,Veg Hakka Noodles,140,
Apn),Fried Rice and Noodles,Egg Fried Rice,135,
Apn),Fried Rice and Noodles,Chicken Fried Rice,165,
Apn),Fried Rice and Noodles,Chicken Hakka Noddles,165,
Apn),Fried Rice and Noodles,Chicken Triple Fried Rice,185,
Apn),Snacks,Masala French Fries,80,
Apn),Snacks,Paneer Pakoda,130,
Apn),Snacks,Veg Kalali Pakoda,90,
Apn),Snacks,Veg Punjabi Pakoda,90,
Apn),Snacks,Aloo Chana Chat,110,
Apn),Snacks,Boiled Egg [3 Egg],60,
Apn),Snacks,Omelette [3 Egg],120,
Apn),Accompaniments,Papad Roasted,20,
Apn),Accompaniments,Roasted Masala Papad,25,
Apn),Accompaniments,Fry Masala Papad,25,
Apn),Accompaniments,Onion Salad,30,
Apn),Accompaniments,Green Salad,50,
Apn),Accompaniments,Kachumber Salad,60,
Apn),Accompaniments,Plain Curd,50,
Apn),Accompaniments,Boondi Raita,70,
Apn),Accompaniments,Aloo Raita,70,
Apn),Accompaniments,Cucumber Raita,70,
Apn),Accompaniments,Lauki Raita,70,
Apn),Accompaniments,Onion Raita,70,
Apn),Beverages,Butter Milk,35,
Apn),Beverages,Lassi Sweet and Salt,50,
Apn),Beverages,Mineral Water,20,
Awen,SOUPS (VEG),HOT AND SOUR,60,"Paneer Tikka, Dal Tadka"
Awen,SOUPS (VEG),MANCHOW,60,"Paneer Tikka, Dal Tadka"
Awen,SOUPS (VEG),TOMATO,60,"Paneer Tikka, Dal Tadka"
Awen,SOUPS (NON-VEG),CHICKEN HOT AND SOUR,90,"Paneer Tikka, Dal Tadka"
Awen,SOUPS (NON-VEG),CHICKEN HOT MANCHOW,90,"Paneer Tikka, Dal Tadka"
Awen,SOUPS (NON-VEG),MARG SHORBA,90,"Paneer Tikka, Dal Tadka"
Awen,SALAD/PAPAD/RAITA,GREEN SALAD,40,"Paneer Tikka, Dal Tadka"
Awen,SALAD/PAPAD/RAITA,CUCUMBER SALAD,40,"Paneer Tikka, Dal Tadka"
Awen,SALAD/PAPAD/RAITA,SPROUT SALAD,50,"Paneer Tikka, Dal Tadka"
Awen,SALAD/PAPAD/RAITA,PAPAD DRY,15,"Paneer Tikka, Dal Tadka"
Awen,SALAD/PAPAD/RAITA,PAPAD FRY,20,"Paneer Tikka, Dal Tadka"
Awen,SALAD/PAPAD/RAITA,MASALA PAPAD,25,"Paneer Tikka, Dal Tadka"
Awen,SALAD/PAPAD/RAITA,BOONDI RAITA,50,"Paneer Tikka, Dal Tadka"
Awen,SALAD/PAPAD/RAITA,VEGETABLE RAITA,60,"Paneer Tikka, Dal Tadka"
Awen,VEG STARTERS,TANDOORI TIKKA-E-PANEER,180,"Paneer Tikka, Dal Tadka"
Awen,VEG STARTERS,ACHARI TIKKA,180,"Paneer Tikka, Dal Tadka"
Awen,VEG STARTERS,KEBAD HARIYALI,140,"Paneer Tikka, Dal Tadka"
Awen,VEG STARTERS,CHEESE KE MOTI,160,"Paneer Tikka, Dal Tadka"
Awen,VEG STARTERS,VEGETABLE PAKODA,80,"Paneer Tikka, Dal Tadka"
Awen,VEG STARTERS,FRENCH FRIES,80,"Paneer Tikka, Dal Tadka"
Awen,VEG STARTERS,VEGETABLE CUTLET,60,"Paneer Tikka, Dal Tadka"
Awen,MINI MEALS,CHOLE BHATURE,100,"Paneer Tikka, Dal Tadka"
Awen,MINI MEALS,PANEER PAAV,80,"Paneer Tikka, Dal Tadka"
Awen,MINI MEALS,EGG KEEMA PAAV,80,"Paneer Tikka, Dal Tadka"
Awen,MINI MEALS,RICE COMBO,100,"Paneer Tikka, Dal Tadka"
Awen,CHINESE VEG.,PANEER CHILLY,180,"Paneer Tikka, Dal Tadka"
Awen,CHINESE VEG.,MANCHURION (DRY/GRAVY),100,"Paneer Tikka, Dal Tadka"
Awen,CHINESE VEG.,NOODLES,100,"Paneer Tikka, Dal Tadka"
Awen,CHINESE VEG.,FRIED RICE,120,"Paneer Tikka, Dal Tadka"
Awen,CHINESE NON-VEG.,CHICKEN CHILLY,220,"Paneer Tikka, Dal Tadka"
Awen,CHINESE NON-VEG.,CHICKEN FRIED RICE,139,"Paneer Tikka, Dal Tadka"
Awen,STARTERS NON-VEG,MURG TANDOORI (FULL),295,"Paneer Tikka, Dal Tadka"
Awen,STARTERS NON-VEG,MURG TANDOORI (HALF),155,"Paneer Tikka, Dal Tadka"
Awen,STARTERS NON-VEG,TIKKA HAZARI WALA,190,"Paneer Tikka, Dal Tadka"
Awen,STARTERS NON-VEG,TANDOORI TANGDI,170,"Paneer Tikka, Dal Tadka"
Awen,STARTERS NON-VEG,CHICKEN BOTI,170,"Paneer Tikka, Dal Tadka"
Awen,STARTERS NON-VEG,NARGISI TANGDI,200,"Paneer Tikka, Dal Tadka"
Awen,STARTERS NON-VEG,MUTTON SMOKEY,245,"Paneer Tikka, Dal Tadka"
Awen,STARTERS NON-VEG,TAWA KALEJI,200,"Paneer Tikka, Dal Tadka"
Awen,STARTERS NON-VEG,TANDOORI FISH,200,"Paneer Tikka, Dal Tadka"
Awen,EGGITERIAN’S DELIGHT,OMELLETE,80,"Paneer Tikka, Dal Tadka"
Awen,EGGITERIAN’S DELIGHT,BOILED EGGS (4 PC.),60,"Paneer Tikka, Dal Tadka"
Awen,EGGITERIAN’S DELIGHT,HALF FRY,60,"Paneer Tikka, Dal Tadka"
Awen,EGGITERIAN’S DELIGHT,EGG BIRYANI,100,"Paneer Tikka, Dal Tadka"
Awen,EGGITERIAN’S DELIGHT,EGG PARATHA,60,"Paneer Tikka, Dal Tadka"
Awen,EGGITERIAN’S DELIGHT,EGG CURRY,90,"Paneer Tikka, Dal Tadka"
Awen,EGGITERIAN’S DELIGHT,ANDA BHURJI,60,"Paneer Tikka, Dal Tadka"
Awen,EGGITERIAN’S DELIGHT,EGG CHILLI,100,"Paneer Tikka, Dal Tadka"
Awen,EGGITERIAN’S DELIGHT,BOLIED EGG BHUJI,70,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,DAL TADKA,120,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,DAL FRY,110,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,DAL MAA -WALI (MAKHANI),130,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,KAJU CURRY,140,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,AWESOME SPECIAL PANEER,140,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,PANEER MAKHANWALA,140,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,PANEER KADAI,140,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,PANEER ANGARA,145,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,BHURJI PANEER DI,160,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,SARSO DA SAAG,140,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,KADI PAKODA,100,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,DAWAT-E-KOFTA,100,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,DUBKI WALE ALOO,90,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,GREEN PEAS MASALA,100,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,PIND DA CHANA,100,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,VEGETABLE HANDI,100,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,SEASONAL VEG,80,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE - VEG,SEV TOMATO/SEV DUDH,80,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,MUTTON GHARWALA,430,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,DESI MURGH ,730,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,MURGH TARIWALA,430,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,MURG MAKHANWALA (FULL),330,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,MURG MAKHANWALA (HALF),180,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,MURG AMRITSARI (FULL),330,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,MURG AMRITSARI (HALF),180,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,MURG ROGAN JOSH (FULL),410,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,MURG ROGAN JOSH (HALF),210,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,BHUNA MUTTON (FULL),410,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,BHUNA MUTTON (FULL),210,"Paneer Tikka, Dal Tadka"
Awen,MAIN COURSE NON-VEG,KEEMA KALEJI WALA,220,"Paneer Tikka, Dal Tadka"
Awen,RICE,AWADHI BIRYANI(VEG),120,"Paneer Tikka, Dal Tadka"
Awen,RICE,AWADHI BIRYANI(CHICKEN),140,"Paneer Tikka, Dal Tadka"
Awen,RICE,MUTTER PULAO,100,"Paneer Tikka, Dal Tadka"
Awen,RICE,KHICHADI BUTTER ,100,"Paneer Tikka, Dal Tadka"
Awen,RICE,JEERA RICE,80,"Paneer Tikka, Dal Tadka"
Awen,RICE,STEAMED RICE,70,"Paneer Tikka, Dal Tadka"
Awen,BREADS,ROTI TAWA/TADOORI BUTTER,13,"Paneer Tikka, Dal Tadka"
Awen,BREADS,ROTI TAWA/TADOORI PALIN,10,"Paneer Tikka, Dal Tadka"
Awen,BREADS,MISSI ROTI,25,"Paneer Tikka, Dal Tadka"
Awen,BREADS,MAKKE KI ROTI,20,"Paneer Tikka, Dal Tadka"
Awen,BREADS,NAAN/LACHCHHA or TAWA PARANTHA,25,"Paneer Tikka, Dal Tadka"
Awen,BREADS,STUFFED PARANTHA,40,"Paneer Tikka, Dal Tadka"
Awen,COMBO & MEALS PACKS,THALI REGULAR,60,"Paneer Tikka, Dal Tadka"
Awen,COMBO & MEALS PACKS,SPECIAL THALI,120,"Paneer Tikka, Dal Tadka"
Awen,COMBO & MEALS PACKS,VEG COMBO (1),120,"Paneer Tikka, Dal Tadka"
Awen,COMBO & MEALS PACKS,VEG COMBO (2),170,"Paneer Tikka, Dal Tadka"
Awen,COMBO & MEALS PACKS,CHINESE COMBO,120,"Paneer Tikka, Dal Tadka"
Awen,COMBO & MEALS PACKS,STARTER COMBO VEG,160,"Paneer Tikka, Dal Tadka"
Awen,COMBO & MEALS PACKS,STARTER COMBO NON-VEG,250,"Paneer Tikka, Dal Tadka"
Awen,COMBO & MEALS PACKS,COMBO NON-VEG,240,"Paneer Tikka, Dal Tadka"
Awen,DESSERTS,KHEER ,100,"Paneer Tikka, Dal Tadka"
Awen,DESSERTS,DRY FRUIT PANJEERI,80,"Paneer Tikka, Dal Tadka"
Awen,DESSERTS,CHOORI GHEER WALI,80,"Paneer Tikka, Dal Tadka"
Awen,DESSERTS,ICE CREAM,,"Paneer Tikka, Dal Tadka"
Awen,BEVERAGES AND OTHERS,PACKAGE WETER,20,"Paneer Tikka, Dal Tadka"
Awen,BEVERAGES AND OTHERS,LASSI,40,"Paneer Tikka, Dal Tadka"
Awen,BEVERAGES AND OTHERS,BUTTER MILK,30,"Paneer Tikka, Dal Tadka"
Awen,BEVERAGES AND OTHERS,GOLD DRINKS,MRP,"Paneer Tikka, Dal Tadka"
Awen,SPECIAL PARTY PACKAGES,DAL TADKA/FRY/MAKHANI 1KG,390,"Paneer Tikka, Dal Tadka"
Awen,SPECIAL PARTY PACKAGES,PANEER AWESOME/KADHAI ANGARA 1/2KG,400,"Paneer Tikka, Dal Tadka"
Awen,SPECIAL PARTY PACKAGES,CHICKEN MAKKHANWALA CURRY 1KG,480,"Paneer Tikka, Dal Tadka"
Awen,SPECIAL PARTY PACKAGES,MUTTON GHARWALA 1KG,700,"Paneer Tikka, Dal Tadka"
Awen,SPECIAL PARTY PACKAGES,CHICKEN TIKKA 1KG,430,"Paneer Tikka, Dal Tadka"
Awen,SPECIAL PARTY PACKAGES,FISH TIKKA 1KG,430,"Paneer Tikka, Dal Tadka"
Awen,SPECIAL PARTY PACKAGES,KEEMA KALEJI 1/2KG,400,"Paneer Tikka, Dal Tadka"
Awen,SPECIAL PARTY PACKAGES,PEANUT CHAT 1KG,250,"Paneer Tikka, Dal Tadka"
Awen,SPECIAL PARTY PACKAGES,KEBAB HARIYALI 1KG,450,"Paneer Tikka, Dal Tadka"
Awen,SPECIAL PARTY PACKAGES,CHEESE KE MOTI 1KG,510,"Paneer Tikka, Dal Tadka"
Awen,SPECIAL PARTY PACKAGES,PANEER TIKKA 1KG,550,"Paneer Tikka, Dal Tadka"
Behi,Bestsellers,Dum Gosht Biryani (Boneless) (Mughlai Gravy (100 Gms),400.01,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Bestsellers,Dum Gosht Biryani (Boneless) (Mint Raita (100 Gms),428.58,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Bestsellers,Subz-e-Biryani (Regular) Mughlai Gravy (100 Gms),276.21,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Bestsellers,Subz-e-Biryani (Regular) Mint Raita (100 Gms),304.78,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Bestsellers,Murgh Makhani Biryani (Regular) (Mughlai Gravy (100 Gms)),371.44,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Bestsellers,Murgh Makhani Biryani (Regular)(Mint Raita (100 Gms)),400.01,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Bestsellers,Lazeez Bhuna Murgh Biryani (Boneless) (Regular) (Mughlai Gravy (100 Gms)),323.82,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Bestsellers,Lazeez Bhuna Murgh Biryani (Boneless) (Regular)(Mint Raita (100 Gms)),352.39,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Bestsellers,Lazeez Bhuna Murgh Biryani (Boneless) (King)..(Mughlai Gravy (100 Gms)),514.3,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Bestsellers,Lazeez Bhuna Murgh Biryani (Boneless) (King)..(Mint Raita (100 Gms)),542.87,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Lazeez Bhuna Murgh Biryani (Boneless) (King).. ( Mughlai Gravy (100 Gms)),514.3,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Lazeez Bhuna Murgh Biryani (Boneless) (King).. (Mint Raita (100 Gms)),504.76,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Dum Gosht Biryani (Boneless) (Mughlai Gravy (100 Gms)),400.01,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Dum Gosht Biryani (Boneless) (Mint Raita (100 Gms)),428.58,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Subz-e-Biryani (Regular) (Mughlai Gravy (100 Gms)),276.21,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Subz-e-Biryani (Regular) (Mint Raita (100 Gms)),304.78,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Murgh Makhani Biryani (Regular) (Mughlai Gravy (100 Gms)),371.44,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Murgh Makhani Biryani (Regular) (Mint Raita (100 Gms)),400.01,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Zaikedaar Paneer Biryani (Regular) (Mughlai Gravy (100 Gms)),304.78,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Zaikedaar Paneer Biryani (Regular) (Mint Raita (100 Gms)),333.35,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Lazeez Bhuna Murgh Biryani (Boneless) (Regular) (Mughlai Gravy (100 Gms)) (Mughlai Gravy (100 Gms)),323.82,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Lazeez Bhuna Murgh Biryani (Boneless) (Regular) (Mint Raita (100 Gms)),352.39,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Subz - E - Falafel Biryani (Regular) (Mughlai Gravy (100 Gms)),314.3,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Subz - E - Falafel Biryani (Regular) (Mint Raita (100 Gms)),304.76,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Murgh Makhani Kefta Biryani (Regular) (Mughlai Gravy (100 Gms)),361.92,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Murgh Makhani Kefta Biryani (Regular) (Mint Raita (100 Gms)),352.38,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Paneer Subz Biryani (Regular) (Mughlai Gravy (100 Gms)),333.35,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Paneer Subz Biryani (Regular) (Mint Raita (100 Gms)),323.81,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Murgh queema kefta biryani (Regular) (Mughlai Gravy (100 Gms)),304.78,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Murgh queema kefta biryani (Regular) (Mint Raita (100 Gms)),295.24,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Queema Gosht Biryani (Regular) (Mughlai Gravy (100 Gms)),371.44,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Queema Gosht Biryani (Regular) (Mint Raita (100 Gms)),361.9,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),Shahi Subz Dastarkhwan (Veg),314.29,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),"
Shahi Murg Dastarkhwan (Non-Veg)",385.81,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Shahi Biryani (Serves 1),"
Shahi Gosht Dastarkhwan (Non Veg)",452.38,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Lazeez Bhuna Murgh Biryani (Boneless) (King).. (Mughlai Gravy (100 Gms)),514.3,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Lazeez Bhuna Murgh Biryani (Boneless) (King). (Mint Raita (100 Gms)).,504.76,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Murgh Makhani Biryani (King). (Mughlai Gravy (100 Gms)),561.92,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Murgh Makhani Biryani (King). (Mint Raita (100 Gms)),552.38,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Murgh Makhani Kefta Biryani (King). (Mughlai Gravy (100 Gms)),561.92,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Murgh Makhani Kefta Biryani (King). (Mint Raita (100 Gms)),552.38,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Murgh Queema Kefta Biryani (King). (Mughlai Gravy (100 Gms)),466.68,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Murgh Queema Kefta Biryani (King). (Mint Raita (100 Gms)),457.14,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Paneer Subz Biryani (King). (Mughlai Gravy (100 Gms)),523.82,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Paneer Subz Biryani (King). (Mint Raita (100 Gms)),514.28,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Subz - E - Falafel Biryani (King). (Mughlai Gravy (100 Gms)),504.78,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Subz - E - Falafel Biryani (King). (Mint Raita (100 Gms)),495.24,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Zaikedaar Paneer Biryani (King). (Mughlai Gravy (100 Gms)),485.73,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Zaikedaar Paneer Biryani (King). (Mint Raita (100 Gms)),476.19,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Subz-E-Biryan (King). (Mughlai Gravy (100 Gms)),447.63,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Subz-E-Biryan (King). (Mint Raita (100 Gms)),438.09,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Dum Gosht Biryani (Boneless) (King). (Mughlai Gravy (100 Gms)),657.16,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Dum Gosht Biryani (Boneless) (King). (Mint Raita (100 Gms)),647.62,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Queema Gosht Biryani (King). (Mughlai Gravy (100 Gms)),609.54,"Gulab Jamun, Rice, Chicken Biryani"
Behi,King Size Biryani (Serves 2),Queema Gosht Biryani (King). (Mint Raita (100 Gms)),600,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Kilo Biryani (Serves 4-5),Dum Gosht Biryani (Boneless) (KILO) (Mint Raita (400 Gms)),1733.34,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Kilo Biryani (Serves 4-5),Subz-e-Biryani (Kilo) (Mint Raita (400 Gms)),1066.67,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Kilo Biryani (Serves 4-5),Murgh Makhani Biryani (Kilo) (Mint Raita (400 Gms)),1352.39,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Kilo Biryani (Serves 4-5),Zaikedaar Paneer Biryani (Kilo) (Mint Raita (400 Gms)),1209.53,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Kilo Biryani (Serves 4-5),Lazeez Bhuna Murgh Biryani (Boneless) (Kilo) (Mint Raita (400 Gms)),1257.15,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Kilo Biryani (Serves 4-5),Subz - E - Falafel Biryani (Kilo) (Mint Raita (400 Gms)),1257.15,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Kilo Biryani (Serves 4-5),Paneer Subz Biryani (Kilo) (Mint Raita (400 Gms)),1304.77,"Gulab Jamun, Rice, Chicken Biryani"
Behi,Kilo Biryani (Serves 4-5),Murgh Makhani Kefta Biryani (Kilo) (Mint Raita (400 Gms),1352.39,"Gulab Jamun, Rice, Chicken Biryani"
